filename,relative_path,split,label,frame_id,sequence_id_provisional,camera_group,camera_group_size,camera_group_confidence,grouping_method,camera_group_v1,camera_group_v2_manual_merge,camera_group_v2_merge_reason,enabled_for_cv
00167.jpg,初赛测试集/00167.jpg,test,,167,file_block_0001,camera_group_v2_0132,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0132,no,,yes
00168.jpg,训练集/00168.jpg,train,有漂浮物,168,file_block_0001,camera_group_v2_0133,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0133,no,,yes
00169.jpg,训练集/00169.jpg,train,有漂浮物,169,file_block_0001,camera_group_v2_0134,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0134,no,,yes
00170.jpg,训练集/00170.jpg,train,有漂浮物,170,file_block_0001,camera_group_v2_0135,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0135,no,,yes
00171.jpg,训练集/00171.jpg,train,有漂浮物,171,file_block_0001,camera_group_v2_0100,8,medium,top75_gray32_cosine_with_frame_gap,camera_group_0100,no,,yes
00172.jpg,训练集/00172.jpg,train,有漂浮物,172,file_block_0001,camera_group_v2_0136,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0136,no,,yes
00173.jpg,训练集/00173.jpg,train,有漂浮物,173,file_block_0001,camera_group_v2_0137,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0137,no,,yes
00174.jpg,训练集/00174.jpg,train,有漂浮物,174,file_block_0001,camera_group_v2_0138,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0138,no,,yes
00175.jpg,训练集/00175.jpg,train,有漂浮物,175,file_block_0001,camera_group_v2_0139,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0139,no,,yes
00176.jpg,训练集/00176.jpg,train,有漂浮物,176,file_block_0001,camera_group_v2_0140,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0140,no,,yes
00178.jpg,训练集/00178.jpg,train,有漂浮物,178,file_block_0001,camera_group_v2_0141,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0141,no,,yes
00179.jpg,训练集/00179.jpg,train,有漂浮物,179,file_block_0001,camera_group_v2_0142,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0142,no,,yes
00180.jpg,训练集/00180.jpg,train,有漂浮物,180,file_block_0001,camera_group_v2_0143,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0143,no,,yes
00181.jpg,训练集/00181.jpg,train,有漂浮物,181,file_block_0001,camera_group_v2_0144,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0144,no,,yes
00182.jpg,训练集/00182.jpg,train,有漂浮物,182,file_block_0001,camera_group_v2_0145,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0145,no,,yes
00183.jpg,训练集/00183.jpg,train,有漂浮物,183,file_block_0001,camera_group_v2_0146,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0146,no,,yes
00184.jpg,训练集/00184.jpg,train,有漂浮物,184,file_block_0001,camera_group_v2_0147,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0147,no,,yes
00185.jpg,训练集/00185.jpg,train,有漂浮物,185,file_block_0001,camera_group_v2_0148,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0148,no,,yes
00186.jpg,训练集/00186.jpg,train,有漂浮物,186,file_block_0001,camera_group_v2_0149,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0149,no,,yes
00187.jpg,训练集/00187.jpg,train,有漂浮物,187,file_block_0001,camera_group_v2_0150,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0150,no,,yes
00188.jpg,训练集/00188.jpg,train,有漂浮物,188,file_block_0001,camera_group_v2_0151,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0151,no,,yes
00189.jpg,训练集/00189.jpg,train,有漂浮物,189,file_block_0001,camera_group_v2_0152,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0152,no,,yes
00190.jpg,训练集/00190.jpg,train,有漂浮物,190,file_block_0001,camera_group_v2_0153,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0153,no,,yes
00191.jpg,训练集/00191.jpg,train,有漂浮物,191,file_block_0001,camera_group_v2_0154,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0154,no,,yes
00192.jpg,训练集/00192.jpg,train,有漂浮物,192,file_block_0001,camera_group_v2_0155,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0155,no,,yes
00193.jpg,训练集/00193.jpg,train,有漂浮物,193,file_block_0001,camera_group_v2_0156,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0156,no,,yes
00194.jpg,训练集/00194.jpg,train,有漂浮物,194,file_block_0001,camera_group_v2_0157,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0157,no,,yes
00195.jpg,训练集/00195.jpg,train,有漂浮物,195,file_block_0001,camera_group_v2_0158,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0158,no,,yes
00196.jpg,训练集/00196.jpg,train,有漂浮物,196,file_block_0001,camera_group_v2_0159,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0159,no,,yes
00197.jpg,训练集/00197.jpg,train,有漂浮物,197,file_block_0001,camera_group_v2_0160,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0160,no,,yes
00198.jpg,训练集/00198.jpg,train,有漂浮物,198,file_block_0001,camera_group_v2_0161,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0161,no,,yes
00199.jpg,训练集/00199.jpg,train,有漂浮物,199,file_block_0001,camera_group_v2_0162,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0162,no,,yes
00200.jpg,训练集/00200.jpg,train,有漂浮物,200,file_block_0001,camera_group_v2_0163,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0163,no,,yes
00201.jpg,训练集/00201.jpg,train,有漂浮物,201,file_block_0001,camera_group_v2_0164,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0164,no,,yes
00202.jpg,训练集/00202.jpg,train,有漂浮物,202,file_block_0001,camera_group_v2_0165,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0165,no,,yes
00203.jpg,训练集/00203.jpg,train,有漂浮物,203,file_block_0001,camera_group_v2_0166,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0166,no,,yes
00204.jpg,训练集/00204.jpg,train,有漂浮物,204,file_block_0001,camera_group_v2_0167,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0167,no,,yes
00205.jpg,训练集/00205.jpg,train,有漂浮物,205,file_block_0001,camera_group_v2_0168,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0168,no,,yes
00206.jpg,训练集/00206.jpg,train,有漂浮物,206,file_block_0001,camera_group_v2_0169,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0169,no,,yes
00207.jpg,训练集/00207.jpg,train,有漂浮物,207,file_block_0001,camera_group_v2_0170,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0170,no,,yes
00208.jpg,训练集/00208.jpg,train,有漂浮物,208,file_block_0001,camera_group_v2_0171,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0171,no,,yes
00209.jpg,训练集/00209.jpg,train,有漂浮物,209,file_block_0001,camera_group_v2_0172,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0172,no,,yes
00210.jpg,训练集/00210.jpg,train,有漂浮物,210,file_block_0001,camera_group_v2_0173,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0173,no,,yes
00211.jpg,训练集/00211.jpg,train,有漂浮物,211,file_block_0001,camera_group_v2_0174,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0174,no,,yes
00212.jpg,训练集/00212.jpg,train,有漂浮物,212,file_block_0001,camera_group_v2_0175,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0175,no,,yes
00213.jpg,训练集/00213.jpg,train,有漂浮物,213,file_block_0001,camera_group_v2_0176,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0176,no,,yes
00214.jpg,训练集/00214.jpg,train,有漂浮物,214,file_block_0001,camera_group_v2_0113,2,low,top75_gray32_cosine_with_frame_gap,camera_group_0177,yes,几乎像素级重复/同一画面,yes
00215.jpg,训练集/00215.jpg,train,有漂浮物,215,file_block_0001,camera_group_v2_0177,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0178,no,,yes
00217.jpg,训练集/00217.jpg,train,有漂浮物,217,file_block_0001,camera_group_v2_0178,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0179,no,,yes
00218.jpg,训练集/00218.jpg,train,有漂浮物,218,file_block_0001,camera_group_v2_0179,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0180,no,,yes
00219.jpg,训练集/00219.jpg,train,有漂浮物,219,file_block_0001,camera_group_v2_0180,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0181,no,,yes
00220.jpg,训练集/00220.jpg,train,有漂浮物,220,file_block_0001,camera_group_v2_0181,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0182,no,,yes
00221.jpg,训练集/00221.jpg,train,有漂浮物,221,file_block_0001,camera_group_v2_0182,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0183,no,,yes
00222.jpg,训练集/00222.jpg,train,有漂浮物,222,file_block_0001,camera_group_v2_0183,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0184,no,,yes
00223.jpg,训练集/00223.jpg,train,有漂浮物,223,file_block_0001,camera_group_v2_0184,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0185,no,,yes
00224.jpg,训练集/00224.jpg,train,有漂浮物,224,file_block_0001,camera_group_v2_0185,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0186,no,,yes
00225.jpg,训练集/00225.jpg,train,有漂浮物,225,file_block_0001,camera_group_v2_0186,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0187,no,,yes
00226.jpg,训练集/00226.jpg,train,有漂浮物,226,file_block_0001,camera_group_v2_0187,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0188,no,,yes
00227.jpg,训练集/00227.jpg,train,有漂浮物,227,file_block_0001,camera_group_v2_0188,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0189,no,,yes
00228.jpg,训练集/00228.jpg,train,有漂浮物,228,file_block_0001,camera_group_v2_0189,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0190,no,,yes
00229.jpg,训练集/00229.jpg,train,有漂浮物,229,file_block_0001,camera_group_v2_0190,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0191,no,,yes
00230.jpg,训练集/00230.jpg,train,有漂浮物,230,file_block_0001,camera_group_v2_0191,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0192,no,,yes
00231.jpg,训练集/00231.jpg,train,有漂浮物,231,file_block_0001,camera_group_v2_0192,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0193,no,,yes
00232.jpg,训练集/00232.jpg,train,有漂浮物,232,file_block_0001,camera_group_v2_0193,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0194,no,,yes
00233.jpg,训练集/00233.jpg,train,有漂浮物,233,file_block_0001,camera_group_v2_0194,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0195,no,,yes
00234.jpg,初赛测试集/00234.jpg,test,,234,file_block_0001,camera_group_v2_0195,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0196,no,,yes
00235.jpg,初赛测试集/00235.jpg,test,,235,file_block_0001,camera_group_v2_0196,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0197,no,,yes
00236.jpg,初赛测试集/00236.jpg,test,,236,file_block_0001,camera_group_v2_0197,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0198,no,,yes
00237.jpg,初赛测试集/00237.jpg,test,,237,file_block_0001,camera_group_v2_0198,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0199,no,,yes
00238.jpg,初赛测试集/00238.jpg,test,,238,file_block_0001,camera_group_v2_0199,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0200,no,,yes
00239.jpg,初赛测试集/00239.jpg,test,,239,file_block_0001,camera_group_v2_0199,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0200,no,,yes
00240.jpg,初赛测试集/00240.jpg,test,,240,file_block_0001,camera_group_v2_0200,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0201,no,,yes
00241.jpg,初赛测试集/00241.jpg,test,,241,file_block_0001,camera_group_v2_0201,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0202,no,,yes
00242.jpg,初赛测试集/00242.jpg,test,,242,file_block_0001,camera_group_v2_0202,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0203,no,,yes
00243.jpg,初赛测试集/00243.jpg,test,,243,file_block_0001,camera_group_v2_0183,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0184,no,,yes
00244.jpg,初赛测试集/00244.jpg,test,,244,file_block_0001,camera_group_v2_0203,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0204,no,,yes
00245.jpg,初赛测试集/00245.jpg,test,,245,file_block_0001,camera_group_v2_0204,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0205,no,,yes
00246.jpg,初赛测试集/00246.jpg,test,,246,file_block_0001,camera_group_v2_0182,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0183,no,,yes
00247.jpg,初赛测试集/00247.jpg,test,,247,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00248.jpg,初赛测试集/00248.jpg,test,,248,file_block_0001,camera_group_v2_0206,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0207,no,,yes
00249.jpg,初赛测试集/00249.jpg,test,,249,file_block_0001,camera_group_v2_0207,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0208,no,,yes
00250.jpg,初赛测试集/00250.jpg,test,,250,file_block_0001,camera_group_v2_0208,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0209,no,,yes
00251.jpg,初赛测试集/00251.jpg,test,,251,file_block_0001,camera_group_v2_0209,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0210,no,,yes
00252.jpg,初赛测试集/00252.jpg,test,,252,file_block_0001,camera_group_v2_0210,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0211,no,,yes
00253.jpg,初赛测试集/00253.jpg,test,,253,file_block_0001,camera_group_v2_0211,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0212,no,,yes
00254.jpg,初赛测试集/00254.jpg,test,,254,file_block_0001,camera_group_v2_0212,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0213,no,,yes
00255.jpg,初赛测试集/00255.jpg,test,,255,file_block_0001,camera_group_v2_0213,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0214,no,,yes
00256.jpg,初赛测试集/00256.jpg,test,,256,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00257.jpg,初赛测试集/00257.jpg,test,,257,file_block_0001,camera_group_v2_0214,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0215,no,,yes
00258.jpg,初赛测试集/00258.jpg,test,,258,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00259.jpg,初赛测试集/00259.jpg,test,,259,file_block_0001,camera_group_v2_0215,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0216,no,,yes
00260.jpg,初赛测试集/00260.jpg,test,,260,file_block_0001,camera_group_v2_0216,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0217,no,,yes
00261.jpg,初赛测试集/00261.jpg,test,,261,file_block_0001,camera_group_v2_0217,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0218,no,,yes
00262.jpg,初赛测试集/00262.jpg,test,,262,file_block_0001,camera_group_v2_0218,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0219,no,,yes
00263.jpg,初赛测试集/00263.jpg,test,,263,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00264.jpg,初赛测试集/00264.jpg,test,,264,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00265.jpg,初赛测试集/00265.jpg,test,,265,file_block_0001,camera_group_v2_0219,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0220,no,,yes
00266.jpg,初赛测试集/00266.jpg,test,,266,file_block_0001,camera_group_v2_0220,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0221,no,,yes
00267.jpg,初赛测试集/00267.jpg,test,,267,file_block_0001,camera_group_v2_0221,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0222,no,,yes
00268.jpg,初赛测试集/00268.jpg,test,,268,file_block_0001,camera_group_v2_0222,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0223,no,,yes
00269.jpg,初赛测试集/00269.jpg,test,,269,file_block_0001,camera_group_v2_0223,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0224,no,,yes
00270.jpg,初赛测试集/00270.jpg,test,,270,file_block_0001,camera_group_v2_0224,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0225,no,,yes
00271.jpg,初赛测试集/00271.jpg,test,,271,file_block_0001,camera_group_v2_0225,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0226,no,,yes
00272.jpg,初赛测试集/00272.jpg,test,,272,file_block_0001,camera_group_v2_0226,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0227,no,,yes
00273.jpg,初赛测试集/00273.jpg,test,,273,file_block_0001,camera_group_v2_0227,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0228,no,,yes
00274.jpg,初赛测试集/00274.jpg,test,,274,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
00275.jpg,初赛测试集/00275.jpg,test,,275,file_block_0001,camera_group_v2_0228,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0229,no,,yes
00276.jpg,初赛测试集/00276.jpg,test,,276,file_block_0001,camera_group_v2_0229,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0230,no,,yes
00277.jpg,初赛测试集/00277.jpg,test,,277,file_block_0001,camera_group_v2_0230,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0231,no,,yes
00278.jpg,初赛测试集/00278.jpg,test,,278,file_block_0001,camera_group_v2_0229,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0230,no,,yes
00279.jpg,初赛测试集/00279.jpg,test,,279,file_block_0001,camera_group_v2_0231,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0232,no,,yes
00280.jpg,初赛测试集/00280.jpg,test,,280,file_block_0001,camera_group_v2_0232,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0233,no,,yes
00281.jpg,初赛测试集/00281.jpg,test,,281,file_block_0001,camera_group_v2_0233,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0234,no,,yes
00282.jpg,初赛测试集/00282.jpg,test,,282,file_block_0001,camera_group_v2_0234,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0235,no,,yes
00283.jpg,初赛测试集/00283.jpg,test,,283,file_block_0001,camera_group_v2_0235,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0236,no,,yes
00284.jpg,初赛测试集/00284.jpg,test,,284,file_block_0001,camera_group_v2_0236,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0237,no,,yes
00285.jpg,初赛测试集/00285.jpg,test,,285,file_block_0001,camera_group_v2_0237,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0238,no,,yes
00286.jpg,初赛测试集/00286.jpg,test,,286,file_block_0001,camera_group_v2_0238,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0239,no,,yes
00287.jpg,初赛测试集/00287.jpg,test,,287,file_block_0001,camera_group_v2_0238,2,medium,top75_gray32_cosine_with_frame_gap,camera_group_0239,no,,yes
00288.jpg,初赛测试集/00288.jpg,test,,288,file_block_0001,camera_group_v2_0239,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0240,no,,yes
00289.jpg,初赛测试集/00289.jpg,test,,289,file_block_0001,camera_group_v2_0240,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0241,no,,yes
00290.jpg,初赛测试集/00290.jpg,test,,290,file_block_0001,camera_group_v2_0241,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0242,no,,yes
00291.jpg,初赛测试集/00291.jpg,test,,291,file_block_0001,camera_group_v2_0242,1,low,top75_gray32_cosine_with_frame_gap,camera_group_0243,no,,yes
00292.jpg,初赛测试集/00292.jpg,test,,292,file_block_0001,camera_group_v2_0205,17,medium,top75_gray32_cosine_with_frame_gap,camera_group_0206,no,,yes
